@relation 'mushrooms-weka.filters.unsupervised.attribute.Copy-R8,9,19-weka.filters.unsupervised.attribute.OrdinalToNumeric-R24,25-weka.filters.unsupervised.attribute.RenameNominalValues-R26-No:1,t:2,n:0-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,1'

@attribute cap-shape {x,b,s,f,k,c}
@attribute cap-surface {s,y,f,g}
@attribute cap-color {n,y,w,g,e,p,b,u,c,r}
@attribute bruises {t,f}
@attribute odor {p,a,l,n,f,c,y,s,m}
@attribute gill-attachment {f,a}
@attribute gill-spacing {c,w}
@attribute gill-size {n,b}
@attribute gill-color {k,n,g,p,w,h,u,e,b,r,y,o}
@attribute stalk-shape {e,t}
@attribute stalk-root {e,c,b,r}
@attribute stalk-surface-above-ring {s,f,k,y}
@attribute stalk-surface-below-ring {s,f,y,k}
@attribute stalk-color-above-ring {w,g,p,n,b,e,o,c,y}
@attribute stalk-color-below-ring {w,p,g,b,n,e,y,o,c}
@attribute veil-type {p}
@attribute veil-color {w,n,o,y}
@attribute ring-number {o,t,n}
@attribute ring-type {p,e,l,f,n}
@attribute spore-print-color {k,n,u,h,w,r,o,y,b}
@attribute population {s,n,a,v,y,c}
@attribute habitat {u,g,m,d,p,w,l}
@attribute gill-spacing-num numeric
@attribute gill-size-num numeric
@attribute ring-number-num numeric
@attribute class {p,e}

@data
f,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,1,1,1,p
x,s,p,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1,1,p
x,s,p,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,2,0,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
f,f,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,1,1,1,e
x,y,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
f,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,g,1,1,1,p
f,f,g,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,y,d,1,1,1,e
x,s,g,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,s,g,1,1,1,p
x,y,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1,0,1,p
f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,1,1,1,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
f,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,g,1,1,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
f,y,e,t,n,f,c,b,e,e,?,s,s,w,e,p,w,t,e,w,c,w,1,1,2,e
f,y,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
f,y,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
f,y,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
k,f,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,1,0,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
x,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1,0,1,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,g,1,1,1,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
x,y,e,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
f,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1,1,p
b,f,y,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,1,0,1,p
f,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,s,u,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
k,y,e,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
k,y,n,f,n,f,w,n,w,e,b,f,s,w,n,p,w,o,e,w,v,l,2,0,1,e
x,s,w,f,c,f,c,n,p,e,b,s,s,w,w,p,w,o,p,n,v,d,1,0,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,g,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,d,1,1,1,p
f,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
b,s,b,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,1,1,2,p
x,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,1,1,1,p
f,y,e,t,n,f,c,b,n,t,b,s,s,w,p,p,w,o,p,n,y,d,1,1,1,e
b,s,w,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,m,1,1,2,p
f,y,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
x,s,w,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,1,1,1,p
k,y,n,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1,1,p
f,s,b,t,f,f,c,b,h,t,b,f,s,w,w,p,w,o,p,h,v,u,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,p,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
k,s,e,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,1,1,2,e
f,y,n,t,n,f,c,b,e,e,?,s,s,e,w,p,w,t,e,w,c,w,1,1,2,e
f,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,1,1,2,e
x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,v,d,1,1,1,e
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1,1,p
x,s,g,t,f,f,c,b,p,t,b,f,f,w,w,p,w,o,p,h,v,g,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
x,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1,0,1,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1,1,p
f,y,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d,1,1,1,e
f,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
f,f,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,n,v,d,1,1,1,e
x,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,p,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
b,y,w,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,m,1,1,2,p
f,f,y,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1,1,p
x,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1,0,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
f,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
f,y,p,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
x,s,w,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,v,g,1,1,1,p
f,s,b,t,f,f,c,b,w,t,b,f,s,w,w,p,w,o,p,h,s,u,1,1,1,p
x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,1,0,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
x,y,r,f,n,f,c,n,p,e,?,s,f,w,w,p,w,o,f,h,y,d,1,0,1,e
f,y,w,f,n,f,c,n,h,e,?,s,f,w,w,p,w,o,f,h,v,d,1,0,1,e
x,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
x,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1,0,1,p
x,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1,0,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1,1,p
f,s,e,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,1,1,2,e
f,f,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1,1,p
f,s,g,t,f,f,c,b,p,t,b,f,s,w,w,p,w,o,p,h,s,g,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,1,1,1,p
x,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,u,1,1,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1,1,p
f,f,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
x,s,w,f,c,f,c,n,n,e,b,s,s,w,w,p,w,o,p,k,v,d,1,0,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
f,y,e,t,n,f,c,b,u,t,b,s,s,p,w,p,w,o,p,n,y,d,1,1,1,e
x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,p,1,1,1,p
k,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
x,f,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,2,0,1,e
x,y,e,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
x,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,g,1,1,1,p
f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,v,g,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,1,1,1,p
f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,p,1,1,1,p
x,y,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,g,1,1,1,p
x,y,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1,0,1,p
k,s,b,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,1,1,2,e
f,f,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
x,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
k,s,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
f,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,1,0,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,p,1,1,1,p
f,s,b,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,v,u,1,1,1,p
f,s,b,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,s,w,t,f,f,c,b,w,t,b,f,f,w,w,p,w,o,p,h,s,u,1,1,1,p
f,y,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
x,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,p,1,1,1,p
f,y,y,f,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,v,u,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,p,n,p,w,o,l,h,y,d,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,y,g,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
f,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,1,1,1,p
f,s,b,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,1,1,2,e
x,s,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,1,1,2,e
k,s,n,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,y,p,t,n,f,c,b,g,e,b,s,s,w,w,p,w,t,p,r,v,g,1,1,2,p
f,y,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,d,1,1,1,p
x,f,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
f,f,y,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
f,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,y,g,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1,1,p
x,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
f,y,g,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
f,f,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,d,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,v,p,1,1,1,p
x,y,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
f,y,u,f,n,f,c,n,w,e,?,s,f,w,w,p,w,o,f,h,y,d,1,0,1,e
f,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,g,1,1,1,p
x,y,n,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1,0,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,g,1,1,1,p
x,y,y,f,f,f,c,b,p,e,b,k,k,n,n,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
f,f,y,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,v,d,1,1,1,p
x,f,y,f,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,d,1,1,1,p
x,y,g,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,p,1,1,1,p
f,s,b,t,n,f,c,b,e,e,?,s,s,w,w,p,w,t,e,w,c,w,1,1,2,e
f,f,g,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,p,1,1,1,p
f,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,v,d,1,1,1,p
x,s,n,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,1,1,2,e
f,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,y,p,1,1,1,p
x,y,g,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,v,d,1,1,1,p
x,y,n,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1,0,1,p
f,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,d,1,1,1,p
x,y,n,f,n,f,c,n,w,e,?,k,y,w,n,p,w,o,e,w,v,d,1,0,1,p
b,s,b,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,r,v,g,1,1,2,p
f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,1,1,1,p
f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,d,1,1,1,p
f,y,u,f,n,f,c,n,u,e,?,s,f,w,w,p,w,o,f,h,y,d,1,0,1,e
x,f,y,f,f,f,c,b,g,e,b,k,k,n,n,p,w,o,l,h,v,g,1,1,1,p
f,y,y,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,y,g,1,1,1,p
f,f,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,1,1,1,p
